t,goodput,throttled,offered,type,name
1021.214186, 57, 45, 105, client, client_2_150.00
1021.214186, 3, 3, 7, client, client_3_10.00
1022.216238, 188, 18, 206, server, server
1022.216238, 22, 118, 32, client, client_0_150.00
1022.216238, 133, 18, 133, client, client_1_150.00
1022.216238, 29, 119, 31, client, client_2_150.00
1022.216238, 4, 0, 10, client, client_3_10.00
1023.217335, 210, 8, 218, server, server
1023.217335, 63, 81, 69, client, client_0_150.00
1023.217335, 69, 81, 69, client, client_1_150.00
1023.217335, 68, 81, 70, client, client_2_150.00
1023.217335, 10, 0, 10, client, client_3_10.00
1024.219177, 203, 7, 210, server, server
1024.219177, 65, 84, 66, client, client_0_150.00
1024.219177, 66, 84, 66, client, client_1_150.00
1024.219177, 62, 83, 67, client, client_2_150.00
1024.219177, 10, 0, 11, client, client_3_10.00
1025.220852, 195, 10, 205, server, server
1025.220852, 62, 86, 65, client, client_0_150.00
1025.220852, 64, 84, 66, client, client_1_150.00
1025.220852, 60, 86, 64, client, client_2_150.00
1025.220852, 9, 0, 10, client, client_3_10.00
1026.222904, 206, 93, 299, server, server
1026.222904, 132, 17, 133, client, client_0_150.00
1026.222904, 17, 128, 23, client, client_1_150.00
1026.222904, 56, 17, 133, client, client_2_150.00
1026.222904, 1, 0, 10, client, client_3_10.00
1027.224002, 165, 71, 236, server, server
1027.224002, 102, 48, 102, client, client_0_150.00
1027.224002, 11, 135, 15, client, client_1_150.00
1027.224002, 48, 42, 109, client, client_2_150.00
1027.224002, 4, 0, 10, client, client_3_10.00
1028.227519, 232, 8, 240, server, server
1028.227519, 74, 73, 78, client, client_0_150.00
1028.227519, 75, 74, 76, client, client_1_150.00
1028.227519, 74, 74, 76, client, client_2_150.00
1028.227519, 9, 0, 10, client, client_3_10.00
1029.229571, 204, 8, 212, server, server
1029.229571, 65, 83, 67, client, client_0_150.00
1029.229571, 67, 84, 67, client, client_1_150.00
1029.229571, 62, 82, 68, client, client_2_150.00
1029.229571, 10, 0, 10, client, client_3_10.00
1030.230668, 199, 10, 209, server, server
1030.230668, 63, 84, 66, client, client_0_150.00
1030.230668, 66, 84, 66, client, client_1_150.00
1030.230668, 61, 84, 67, client, client_2_150.00
1030.230668, 9, 0, 10, client, client_3_10.00
1031.234185, 201, 170, 371, server, server
1031.234185, 131, 20, 131, client, client_0_150.00
1031.234185, 50, 35, 115, client, client_1_150.00
1031.234185, 17, 35, 115, client, client_2_150.00
1031.234185, 3, 0, 10, client, client_3_10.00
1032.236237, 201, 9, 210, server, server
1032.236237, 145, 0, 150, client, client_0_150.00
1032.236237, 39, 112, 39, client, client_1_150.00
1032.236237, 9, 139, 11, client, client_2_150.00
1032.236237, 8, 0, 10, client, client_3_10.00
1033.237334, 201, 12, 213, server, server
1033.237334, 146, 0, 150, client, client_0_150.00
1033.237334, 39, 109, 41, client, client_1_150.00
1033.237334, 8, 139, 12, client, client_2_150.00
1033.237334, 8, 0, 10, client, client_3_10.00
1034.240851, 197, 5, 202, server, server
1034.240851, 101, 49, 102, client, client_0_150.00
1034.240851, 51, 98, 52, client, client_1_150.00
1034.240851, 36, 112, 38, client, client_2_150.00
1034.240851, 9, 0, 10, client, client_3_10.00
1035.242904, 199, 6, 205, server, server
1035.242904, 96, 52, 98, client, client_0_150.00
1035.242904, 62, 89, 62, client, client_1_150.00
1035.242904, 32, 115, 35, client, client_2_150.00
1035.242904, 9, 0, 10, client, client_3_10.00
1036.244001, 205, 94, 299, server, server
1036.244001, 140, 10, 140, client, client_0_150.00
1036.244001, 56, 15, 135, client, client_1_150.00
1036.244001, 7, 137, 14, client, client_2_150.00
1036.244001, 2, 0, 10, client, client_3_10.00
1037.247518, 194, 58, 252, server, server
1037.247518, 98, 53, 98, client, client_0_150.00
1037.247518, 67, 33, 117, client, client_1_150.00
1037.247518, 26, 121, 29, client, client_2_150.00
1037.247518, 3, 2, 8, client, client_3_10.00
1038.249570, 206, 9, 215, server, server
1038.249570, 64, 84, 66, client, client_0_150.00
1038.249570, 72, 79, 72, client, client_1_150.00
1038.249570, 66, 78, 72, client, client_2_150.00
1038.249570, 4, 5, 5, client, client_3_10.00
1039.250667, 197, 8, 205, server, server
1039.250667, 62, 87, 63, client, client_0_150.00
1039.250667, 68, 82, 68, client, client_1_150.00
1039.250667, 62, 82, 69, client, client_2_150.00
1039.250667, 5, 5, 5, client, client_3_10.00
1040.254184, 204, 8, 212, server, server
1040.254184, 62, 83, 68, client, client_0_150.00
1040.254184, 70, 80, 70, client, client_1_150.00
1040.254184, 69, 79, 71, client, client_2_150.00
1040.254184, 3, 7, 3, client, client_3_10.00
1041.256236, 201, 11, 212, server, server
1041.256236, 127, 17, 133, client, client_0_150.00
1041.256236, 43, 107, 44, client, client_1_150.00
1041.256236, 23, 124, 26, client, client_2_150.00
1041.256236, 8, 1, 9, client, client_3_10.00
1042.257333, 199, 13, 212, server, server
1042.257333, 146, 0, 150, client, client_0_150.00
1042.257333, 37, 110, 40, client, client_1_150.00
1042.257333, 8, 139, 12, client, client_2_150.00
1042.257333, 8, 0, 10, client, client_3_10.00
1043.260850, 198, 4, 202, server, server
1043.260850, 96, 55, 96, client, client_0_150.00
1043.260850, 56, 91, 59, client, client_1_150.00
1043.260850, 36, 113, 37, client, client_2_150.00
1043.260850, 10, 0, 10, client, client_3_10.00
1044.262903, 199, 4, 203, server, server
1044.262903, 93, 54, 96, client, client_0_150.00
1044.262903, 69, 82, 69, client, client_1_150.00
1044.262903, 27, 122, 28, client, client_2_150.00
1044.262903, 10, 0, 10, client, client_3_10.00
1045.264000, 206, 6, 212, server, server
1045.264000, 98, 49, 101, client, client_0_150.00
1045.264000, 69, 80, 70, client, client_1_150.00
1045.264000, 29, 120, 31, client, client_2_150.00
1045.264000, 10, 0, 10, client, client_3_10.00
1046.267517, 201, 98, 299, server, server
1046.267517, 51, 10, 141, client, client_0_150.00
1046.267517, 21, 129, 21, client, client_1_150.00
1046.267517, 119, 23, 127, client, client_2_150.00
1046.267517, 10, 0, 10, client, client_3_10.00
1047.269569, 139, 65, 204, server, server
1047.269569, 31, 58, 92, client, client_0_150.00
1047.269569, 12, 139, 12, client, client_1_150.00
1047.269569, 86, 60, 90, client, client_2_150.00
1047.269569, 10, 0, 10, client, client_3_10.00
1048.270666, 219, 10, 229, server, server
1048.270666, 68, 76, 74, client, client_0_150.00
1048.270666, 72, 78, 72, client, client_1_150.00
1048.270666, 70, 78, 73, client, client_2_150.00
1048.270666, 9, 0, 10, client, client_3_10.00
1049.274183, 238, 8, 246, server, server
1049.274183, 74, 72, 79, client, client_0_150.00
1049.274183, 78, 72, 78, client, client_1_150.00
1049.274183, 76, 71, 79, client, client_2_150.00
1049.274183, 10, 0, 10, client, client_3_10.00
1050.276235, 205, 7, 212, server, server
1050.276235, 63, 82, 68, client, client_0_150.00
1050.276235, 67, 84, 67, client, client_1_150.00
1050.276235, 66, 83, 67, client, client_2_150.00
1050.276235, 9, 0, 10, client, client_3_10.00
1051.277332, 201, 215, 416, server, server
1051.277332, 11, 15, 135, client, client_0_150.00
1051.277332, 135, 15, 135, client, client_1_150.00
1051.277332, 53, 15, 136, client, client_2_150.00
1051.277332, 2, 0, 10, client, client_3_10.00
1052.280850, 200, 112, 312, server, server
1052.280850, 79, 0, 151, client, client_0_150.00
1052.280850, 93, 55, 95, client, client_1_150.00
1052.280850, 25, 94, 56, client, client_2_150.00
1052.280850, 3, 0, 10, client, client_3_10.00
1053.282902, 180, 16, 196, server, server
1053.282902, 118, 26, 124, client, client_0_150.00
1053.282902, 28, 120, 31, client, client_1_150.00
1053.282902, 25, 119, 31, client, client_2_150.00
1053.282902, 9, 0, 10, client, client_3_10.00
1054.283999, 216, 9, 225, server, server
1054.283999, 68, 80, 70, client, client_0_150.00
1054.283999, 72, 78, 72, client, client_1_150.00
1054.283999, 69, 78, 73, client, client_2_150.00
1054.283999, 7, 0, 10, client, client_3_10.00
1055.287516, 203, 7, 210, server, server
1055.287516, 64, 85, 66, client, client_0_150.00
1055.287516, 66, 83, 67, client, client_1_150.00
1055.287516, 63, 83, 67, client, client_2_150.00
1055.287516, 10, 0, 10, client, client_3_10.00
1056.289568, 204, 217, 421, server, server
1056.289568, 12, 13, 137, client, client_0_150.00
1056.289568, 137, 14, 137, client, client_1_150.00
1056.289568, 53, 13, 137, client, client_2_150.00
1056.289568, 2, 0, 10, client, client_3_10.00
1057.290665, 198, 125, 323, server, server
1057.290665, 11, 81, 69, client, client_0_150.00
1057.290665, 92, 57, 93, client, client_1_150.00
1057.290665, 92, 0, 151, client, client_2_150.00
1057.290665, 3, 0, 10, client, client_3_10.00
1058.294182, 201, 7, 208, server, server
1058.294182, 60, 91, 60, client, client_0_150.00
1058.294182, 59, 90, 60, client, client_1_150.00
1058.294182, 80, 65, 85, client, client_2_150.00
1058.294182, 2, 7, 3, client, client_3_10.00
1059.296234, 196, 9, 205, server, server
1059.296234, 62, 81, 69, client, client_0_150.00
1059.296234, 67, 83, 68, client, client_1_150.00
1059.296234, 65, 84, 66, client, client_2_150.00
1059.296234, 2, 8, 2, client, client_3_10.00
1060.297332, 204, 7, 211, server, server
1060.297332, 67, 80, 70, client, client_0_150.00
1060.297332, 70, 80, 70, client, client_1_150.00
1060.297332, 66, 81, 70, client, client_2_150.00
1060.297332, 1, 9, 1, client, client_3_10.00
1061.300849, 203, 95, 298, server, server
1061.300849, 48, 15, 136, client, client_0_150.00
1061.300849, 16, 133, 17, client, client_1_150.00
1061.300849, 131, 13, 137, client, client_2_150.00
1061.300849, 8, 2, 8, client, client_3_10.00
1062.302901, 140, 66, 206, server, server
1062.302901, 31, 58, 92, client, client_0_150.00
1062.302901, 14, 137, 14, client, client_1_150.00
1062.302901, 85, 60, 90, client, client_2_150.00
1062.302901, 10, 0, 10, client, client_3_10.00
1063.303998, 221, 9, 230, server, server
1063.303998, 71, 79, 71, client, client_0_150.00
1063.303998, 71, 76, 74, client, client_1_150.00
1063.303998, 70, 76, 75, client, client_2_150.00
1063.303998, 9, 0, 10, client, client_3_10.00
1064.307515, 236, 9, 245, server, server
1064.307515, 73, 73, 78, client, client_0_150.00
1064.307515, 78, 72, 78, client, client_1_150.00
1064.307515, 75, 71, 79, client, client_2_150.00
1064.307515, 10, 0, 10, client, client_3_10.00
1065.309567, 199, 8, 207, server, server
1065.309567, 62, 85, 65, client, client_0_150.00
1065.309567, 66, 85, 66, client, client_1_150.00
1065.309567, 61, 84, 66, client, client_2_150.00
1065.309567, 10, 0, 10, client, client_3_10.00
1066.310664, 206, 97, 303, server, server
1066.310664, 55, 13, 137, client, client_0_150.00
1066.310664, 137, 13, 137, client, client_1_150.00
1066.310664, 12, 132, 19, client, client_2_150.00
1066.310664, 2, 0, 10, client, client_3_10.00
1067.314181, 177, 56, 233, server, server
1067.314181, 60, 45, 106, client, client_0_150.00
1067.314181, 90, 60, 90, client, client_1_150.00
1067.314181, 25, 120, 30, client, client_2_150.00
1067.314181, 2, 3, 7, client, client_3_10.00
1068.316234, 221, 9, 230, server, server
1068.316234, 72, 72, 78, client, client_0_150.00
1068.316234, 72, 78, 73, client, client_1_150.00
1068.316234, 74, 74, 76, client, client_2_150.00
1068.316234, 3, 7, 3, client, client_3_10.00
1069.317331, 201, 8, 209, server, server
1069.317331, 65, 80, 70, client, client_0_150.00
1069.317331, 69, 81, 69, client, client_1_150.00
1069.317331, 67, 81, 70, client, client_2_150.00
1069.317331, 0, 10, 0, client, client_3_10.00
1070.319177, 200, 8, 208, server, server
1070.319177, 64, 81, 69, client, client_0_150.00
1070.319177, 67, 83, 67, client, client_1_150.00
1070.319177, 66, 81, 69, client, client_2_150.00
1070.319177, 3, 8, 3, client, client_3_10.00
1071.320848, 203, 219, 422, server, server
1071.320848, 137, 14, 137, client, client_0_150.00
1071.320848, 52, 14, 136, client, client_1_150.00
1071.320848, 13, 10, 140, client, client_2_150.00
1071.320848, 1, 1, 9, client, client_3_10.00
1072.322900, 200, 8, 208, server, server
1072.322900, 22, 126, 24, client, client_0_150.00
1072.322900, 24, 127, 24, client, client_1_150.00
1072.322900, 146, 0, 150, client, client_2_150.00
1072.322900, 8, 0, 10, client, client_3_10.00
1073.323997, 186, 7, 193, server, server
1073.323997, 59, 89, 61, client, client_0_150.00
1073.323997, 28, 122, 28, client, client_1_150.00
1073.323997, 90, 57, 94, client, client_2_150.00
1073.323997, 9, 0, 10, client, client_3_10.00
1074.327514, 196, 5, 201, server, server
1074.327514, 43, 105, 46, client, client_0_150.00
1074.327514, 50, 100, 50, client, client_1_150.00
1074.327514, 93, 55, 95, client, client_2_150.00
1074.327514, 10, 0, 10, client, client_3_10.00
1075.329566, 186, 5, 191, server, server
1075.329566, 60, 88, 62, client, client_0_150.00
1075.329566, 28, 123, 28, client, client_1_150.00
1075.329566, 89, 59, 91, client, client_2_150.00
1075.329566, 9, 0, 10, client, client_3_10.00
1076.330663, 234, 88, 322, server, server
1076.330663, 67, 10, 140, client, client_0_150.00
1076.330663, 133, 17, 133, client, client_1_150.00
1076.330663, 32, 112, 39, client, client_2_150.00
1076.330663, 2, 0, 10, client, client_3_10.00
1077.334180, 200, 68, 268, server, server
1077.334180, 97, 0, 151, client, client_0_150.00
1077.334180, 90, 60, 90, client, client_1_150.00
1077.334180, 10, 133, 17, client, client_2_150.00
1077.334180, 3, 0, 10, client, client_3_10.00
1078.336233, 178, 16, 194, server, server
1078.336233, 114, 31, 119, client, client_0_150.00
1078.336233, 30, 119, 32, client, client_1_150.00
1078.336233, 24, 117, 33, client, client_2_150.00
1078.336233, 10, 0, 10, client, client_3_10.00
1079.337330, 222, 8, 230, server, server
1079.337330, 69, 77, 73, client, client_0_150.00
1079.337330, 71, 77, 73, client, client_1_150.00
1079.337330, 73, 77, 74, client, client_2_150.00
1079.337330, 9, 0, 10, client, client_3_10.00
1080.340847, 198, 8, 206, server, server
1080.340847, 64, 85, 66, client, client_0_150.00
1080.340847, 64, 85, 65, client, client_1_150.00
1080.340847, 61, 85, 65, client, client_2_150.00
1080.340847, 9, 0, 10, client, client_3_10.00
1081.342899, 204, 176, 380, server, server
1081.342899, 87, 61, 89, client, client_0_150.00
1081.342899, 90, 9, 142, client, client_1_150.00
1081.342899, 26, 11, 139, client, client_2_150.00
1081.342899, 1, 0, 10, client, client_3_10.00
1082.343996, 199, 40, 239, server, server
1082.343996, 21, 125, 25, client, client_0_150.00
1082.343996, 59, 90, 60, client, client_1_150.00
1082.343996, 118, 0, 151, client, client_2_150.00
1082.343996, 1, 7, 3, client, client_3_10.00
1083.347513, 198, 7, 205, server, server
1083.347513, 57, 91, 60, client, client_0_150.00
1083.347513, 58, 92, 58, client, client_1_150.00
1083.347513, 82, 64, 86, client, client_2_150.00
1083.347513, 1, 9, 1, client, client_3_10.00
1084.349565, 205, 8, 213, server, server
1084.349565, 67, 79, 71, client, client_0_150.00
1084.349565, 69, 82, 69, client, client_1_150.00
1084.349565, 67, 79, 71, client, client_2_150.00
1084.349565, 2, 8, 2, client, client_3_10.00
1085.350662, 197, 8, 205, server, server
1085.350662, 66, 82, 68, client, client_0_150.00
1085.350662, 65, 85, 65, client, client_1_150.00
1085.350662, 63, 82, 69, client, client_2_150.00
1085.350662, 3, 7, 3, client, client_3_10.00
1086.354179, 203, 106, 309, server, server
1086.354179, 52, 9, 142, client, client_0_150.00
1086.354179, 141, 9, 141, client, client_1_150.00
1086.354179, 10, 133, 17, client, client_2_150.00
1086.354179, 0, 1, 9, client, client_3_10.00
1087.356232, 148, 57, 205, server, server
1087.356232, 40, 61, 89, client, client_0_150.00
1087.356232, 88, 63, 88, client, client_1_150.00
1087.356232, 15, 132, 18, client, client_2_150.00
1087.356232, 5, 0, 10, client, client_3_10.00
1088.357329, 251, 8, 259, server, server
1088.357329, 77, 67, 83, client, client_0_150.00
1088.357329, 82, 68, 82, client, client_1_150.00
1088.357329, 82, 67, 84, client, client_2_150.00
1088.357329, 10, 0, 10, client, client_3_10.00
1089.360846, 203, 8, 211, server, server
1089.360846, 62, 83, 68, client, client_0_150.00
1089.360846, 65, 83, 67, client, client_1_150.00
1089.360846, 66, 84, 66, client, client_2_150.00
1089.360846, 10, 0, 10, client, client_3_10.00
1090.362898, 198, 9, 207, server, server
1090.362898, 63, 85, 65, client, client_0_150.00
1090.362898, 65, 86, 65, client, client_1_150.00
1090.362898, 60, 83, 67, client, client_2_150.00
1090.362898, 10, 0, 10, client, client_3_10.00
1091.363995, 200, 172, 372, server, server
1091.363995, 12, 37, 113, client, client_0_150.00
1091.363995, 142, 8, 142, client, client_1_150.00
1091.363995, 43, 41, 110, client, client_2_150.00
1091.363995, 3, 3, 7, client, client_3_10.00
1092.367512, 202, 11, 213, server, server
1092.367512, 22, 124, 27, client, client_0_150.00
1092.367512, 150, 0, 150, client, client_1_150.00
1092.367512, 24, 124, 26, client, client_2_150.00
1092.367512, 6, 0, 10, client, client_3_10.00
1093.369564, 194, 5, 199, server, server
1093.369564, 28, 120, 30, client, client_0_150.00
1093.369564, 103, 48, 103, client, client_1_150.00
1093.369564, 55, 94, 56, client, client_2_150.00
1093.369564, 8, 0, 10, client, client_3_10.00
1094.370661, 204, 6, 210, server, server
1094.370661, 58, 88, 62, client, client_0_150.00
1094.370661, 99, 51, 99, client, client_1_150.00
1094.370661, 38, 112, 39, client, client_2_150.00
1094.370661, 9, 0, 10, client, client_3_10.00
1095.374179, 201, 6, 207, server, server
1095.374179, 52, 95, 56, client, client_0_150.00
1095.374179, 98, 52, 98, client, client_1_150.00
1095.374179, 42, 107, 43, client, client_2_150.00
1095.374179, 9, 0, 10, client, client_3_10.00
1096.376231, 202, 170, 372, server, server
1096.376231, 137, 13, 137, client, client_0_150.00
1096.376231, 50, 36, 115, client, client_1_150.00
1096.376231, 12, 40, 110, client, client_2_150.00
1096.376231, 3, 0, 10, client, client_3_10.00
1097.377328, 200, 11, 211, server, server
1097.377328, 147, 0, 150, client, client_0_150.00
1097.377328, 38, 111, 39, client, client_1_150.00
1097.377328, 8, 139, 12, client, client_2_150.00
1097.377328, 7, 0, 10, client, client_3_10.00
1098.380845, 192, 6, 198, server, server
1098.380845, 103, 46, 105, client, client_0_150.00
1098.380845, 56, 93, 57, client, client_1_150.00
1098.380845, 24, 124, 26, client, client_2_150.00
1098.380845, 9, 0, 10, client, client_3_10.00
1099.382897, 208, 5, 213, server, server
1099.382897, 101, 49, 101, client, client_0_150.00
1099.382897, 61, 89, 62, client, client_1_150.00
1099.382897, 37, 110, 40, client, client_2_150.00
1099.382897, 9, 0, 10, client, client_3_10.00
1100.383994, 198, 7, 205, server, server
1100.383994, 96, 53, 97, client, client_0_150.00
1100.383994, 63, 84, 66, client, client_1_150.00
1100.383994, 29, 119, 32, client, client_2_150.00
1100.383994, 10, 0, 10, client, client_3_10.00
1101.387511, 206, 228, 434, server, server
1101.387511, 144, 7, 144, client, client_0_150.00
1101.387511, 53, 9, 141, client, client_1_150.00
1101.387511, 8, 11, 139, client, client_2_150.00
1101.387511, 1, 0, 10, client, client_3_10.00
1102.389563, 113, 107, 220, server, server
1102.389563, 76, 74, 76, client, client_0_150.00
1102.389563, 31, 74, 77, client, client_1_150.00
1102.389563, 6, 87, 63, client, client_2_150.00
1102.389563, 0, 6, 4, client, client_3_10.00
1103.390661, 283, 16, 299, server, server
1103.390661, 91, 48, 102, client, client_0_150.00
1103.390661, 94, 56, 94, client, client_1_150.00
1103.390661, 93, 53, 98, client, client_2_150.00
1103.390661, 5, 5, 5, client, client_3_10.00
1104.394178, 205, 4, 209, server, server
1104.394178, 67, 81, 70, client, client_0_150.00
1104.394178, 69, 81, 69, client, client_1_150.00
1104.394178, 67, 82, 68, client, client_2_150.00
1104.394178, 2, 8, 2, client, client_3_10.00
1105.396230, 199, 8, 207, server, server
1105.396230, 62, 81, 69, client, client_0_150.00
1105.396230, 68, 83, 68, client, client_1_150.00
1105.396230, 68, 81, 69, client, client_2_150.00
1105.396230, 1, 9, 1, client, client_3_10.00
1106.397327, 202, 238, 440, server, server
1106.397327, 6, 7, 143, client, client_0_150.00
1106.397327, 144, 6, 144, client, client_1_150.00
1106.397327, 52, 7, 144, client, client_2_150.00
1106.397327, 0, 1, 9, client, client_3_10.00
1107.400844, 183, 127, 310, server, server
1107.400844, 12, 65, 86, client, client_0_150.00
1107.400844, 131, 19, 131, client, client_1_150.00
1107.400844, 37, 67, 83, client, client_2_150.00
1107.400844, 3, 0, 10, client, client_3_10.00
1108.402896, 216, 7, 223, server, server
1108.402896, 68, 80, 70, client, client_0_150.00
1108.402896, 70, 80, 71, client, client_1_150.00
1108.402896, 68, 78, 72, client, client_2_150.00
1108.402896, 10, 0, 10, client, client_3_10.00
1109.403993, 196, 9, 205, server, server
1109.403993, 62, 86, 64, client, client_0_150.00
1109.403993, 65, 85, 65, client, client_1_150.00
1109.403993, 60, 85, 66, client, client_2_150.00
1109.403993, 9, 0, 10, client, client_3_10.00
1110.407510, 203, 7, 210, server, server
1110.407510, 66, 84, 67, client, client_0_150.00
1110.407510, 65, 84, 66, client, client_1_150.00
1110.407510, 62, 83, 67, client, client_2_150.00
1110.407510, 10, 0, 10, client, client_3_10.00
1111.409563, 205, 110, 315, server, server
1111.409563, 53, 5, 145, client, client_0_150.00
1111.409563, 146, 5, 146, client, client_1_150.00
1111.409563, 5, 136, 14, client, client_2_150.00
1111.409563, 1, 0, 10, client, client_3_10.00
1112.410660, 154, 53, 207, server, server
1112.410660, 41, 64, 86, client, client_0_150.00
1112.410660, 88, 62, 88, client, client_1_150.00
1112.410660, 20, 128, 23, client, client_2_150.00
1112.410660, 5, 0, 10, client, client_3_10.00
1113.414177, 244, 9, 253, server, server
1113.414177, 77, 70, 81, client, client_0_150.00
1113.414177, 81, 68, 82, client, client_1_150.00
1113.414177, 78, 70, 80, client, client_2_150.00
1113.414177, 8, 0, 10, client, client_3_10.00
1114.416229, 200, 8, 208, server, server
1114.416229, 61, 84, 66, client, client_0_150.00
1114.416229, 65, 85, 66, client, client_1_150.00
1114.416229, 64, 84, 66, client, client_2_150.00
1114.416229, 10, 0, 10, client, client_3_10.00
1115.417326, 201, 9, 210, server, server
1115.417326, 64, 83, 67, client, client_0_150.00
1115.417326, 66, 84, 66, client, client_1_150.00
1115.417326, 62, 84, 67, client, client_2_150.00
1115.417326, 9, 0, 10, client, client_3_10.00
1116.419177, 200, 176, 376, server, server
1116.419177, 10, 39, 111, client, client_0_150.00
1116.419177, 109, 41, 109, client, client_1_150.00
1116.419177, 77, 5, 145, client, client_2_150.00
1116.419177, 4, 0, 11, client, client_3_10.00
1117.420843, 181, 10, 191, server, server
1117.420843, 27, 120, 31, client, client_0_150.00
1117.420843, 22, 128, 22, client, client_1_150.00
1117.420843, 125, 20, 130, client, client_2_150.00
1117.420843, 7, 2, 8, client, client_3_10.00
1118.422895, 209, 4, 213, server, server
1118.422895, 51, 96, 54, client, client_0_150.00
1118.422895, 53, 98, 53, client, client_1_150.00
1118.422895, 101, 48, 102, client, client_2_150.00
1118.422895, 4, 6, 4, client, client_3_10.00
1119.423992, 213, 5, 218, server, server
1119.423992, 69, 79, 71, client, client_0_150.00
1119.423992, 37, 112, 38, client, client_1_150.00
1119.423992, 102, 47, 104, client, client_2_150.00
1119.423992, 5, 5, 5, client, client_3_10.00
1120.427509, 200, 6, 206, server, server
1120.427509, 58, 92, 59, client, client_0_150.00
1120.427509, 44, 106, 44, client, client_1_150.00
1120.427509, 96, 50, 100, client, client_2_150.00
1120.427509, 2, 7, 3, client, client_3_10.00
1121.429562, 202, 238, 440, server, server
1121.429562, 5, 4, 146, client, client_0_150.00
1121.429562, 143, 8, 143, client, client_1_150.00
1121.429562, 54, 3, 147, client, client_2_150.00
1121.429562, 0, 6, 4, client, client_3_10.00
1122.430659, 126, 110, 236, server, server
1122.430659, 11, 75, 75, client, client_0_150.00
1122.430659, 76, 74, 76, client, client_1_150.00
1122.430659, 33, 74, 77, client, client_2_150.00
1122.430659, 6, 2, 8, client, client_3_10.00
1123.434176, 217, 12, 229, server, server
1123.434176, 66, 79, 72, client, client_0_150.00
1123.434176, 73, 77, 73, client, client_1_150.00
1123.434176, 69, 76, 74, client, client_2_150.00
1123.434176, 9, 0, 10, client, client_3_10.00
1124.436228, 236, 7, 243, server, server
1124.436228, 72, 74, 76, client, client_0_150.00
1124.436228, 77, 74, 77, client, client_1_150.00
1124.436228, 78, 70, 80, client, client_2_150.00
1124.436228, 9, 0, 10, client, client_3_10.00
1125.437325, 222, 8, 230, server, server
1125.437325, 70, 77, 73, client, client_0_150.00
1125.437325, 71, 78, 72, client, client_1_150.00
1125.437325, 72, 76, 75, client, client_2_150.00
1125.437325, 9, 0, 10, client, client_3_10.00
1126.440842, 200, 227, 427, server, server
1126.440842, 128, 19, 132, client, client_0_150.00
1126.440842, 62, 4, 146, client, client_1_150.00
1126.440842, 6, 5, 145, client, client_2_150.00
1126.440842, 4, 6, 4, client, client_3_10.00
1127.442894, 141, 47, 188, server, server
1127.442894, 16, 131, 19, client, client_0_150.00
1127.442894, 79, 72, 79, client, client_1_150.00
1127.442894, 40, 68, 82, client, client_2_150.00
1127.442894, 6, 2, 8, client, client_3_10.00
1128.443991, 243, 7, 250, server, server
1128.443991, 79, 71, 79, client, client_0_150.00
1128.443991, 79, 69, 81, client, client_1_150.00
1128.443991, 75, 71, 80, client, client_2_150.00
1128.443991, 10, 0, 10, client, client_3_10.00
1129.447509, 214, 9, 223, server, server
1129.447509, 68, 79, 72, client, client_0_150.00
1129.447509, 68, 80, 70, client, client_1_150.00
1129.447509, 68, 79, 71, client, client_2_150.00
1129.447509, 10, 0, 10, client, client_3_10.00
1130.449561, 202, 10, 212, server, server
1130.449561, 62, 83, 67, client, client_0_150.00
1130.449561, 66, 84, 67, client, client_1_150.00
1130.449561, 66, 82, 68, client, client_2_150.00
1130.449561, 8, 0, 10, client, client_3_10.00
1131.450658, 203, 168, 371, server, server
1131.450658, 59, 83, 67, client, client_0_150.00
1131.450658, 108, 3, 147, client, client_1_150.00
1131.450658, 32, 4, 147, client, client_2_150.00
1131.450658, 4, 0, 10, client, client_3_10.00
1132.454175, 200, 59, 259, server, server
1132.454175, 11, 132, 19, client, client_0_150.00
1132.454175, 149, 0, 150, client, client_1_150.00
1132.454175, 35, 70, 80, client, client_2_150.00
1132.454175, 5, 0, 10, client, client_3_10.00
1133.456227, 187, 15, 202, server, server
1133.456227, 25, 117, 33, client, client_0_150.00
1133.456227, 126, 25, 126, client, client_1_150.00
1133.456227, 31, 117, 33, client, client_2_150.00
1133.456227, 5, 0, 10, client, client_3_10.00
1134.457324, 212, 8, 220, server, server
1134.457324, 67, 80, 70, client, client_0_150.00
1134.457324, 69, 81, 69, client, client_1_150.00
1134.457324, 67, 80, 71, client, client_2_150.00
1134.457324, 9, 0, 10, client, client_3_10.00
1135.460841, 202, 9, 211, server, server
1135.460841, 61, 84, 67, client, client_0_150.00
1135.460841, 67, 83, 67, client, client_1_150.00
1135.460841, 64, 83, 67, client, client_2_150.00
1135.460841, 10, 0, 10, client, client_3_10.00
1136.462893, 200, 22, 222, server, server
1136.462893, 26, 118, 32, client, client_0_150.00
1136.462893, 144, 4, 147, client, client_1_150.00
1136.462893, 26, 117, 33, client, client_2_150.00
1136.462893, 4, 0, 10, client, client_3_10.00
1137.463991, 201, 20, 221, server, server
1137.463991, 22, 119, 31, client, client_0_150.00
1137.463991, 146, 0, 150, client, client_1_150.00
1137.463991, 27, 121, 30, client, client_2_150.00
1137.463991, 6, 0, 10, client, client_3_10.00
1138.467508, 180, 12, 192, server, server
1138.467508, 34, 114, 37, client, client_0_150.00
1138.467508, 107, 43, 107, client, client_1_150.00
1138.467508, 32, 112, 38, client, client_2_150.00
1138.467508, 7, 0, 10, client, client_3_10.00
