t,goodput,throttled,offered,type,name
314.680923, 63, 85, 66, client, client_0_150.00
314.680923, 65, 85, 65, client, client_1_150.00
314.680923, 62, 84, 66, client, client_2_150.00
314.680923, 8, 0, 10, client, client_3_10.00
315.682975, 205, 146, 351, server, server
315.682975, 113, 37, 113, client, client_0_150.00
315.682975, 59, 37, 114, client, client_1_150.00
315.682975, 28, 36, 114, client, client_2_150.00
315.682975, 5, 0, 10, client, client_3_10.00
316.684073, 199, 217, 416, server, server
316.684073, 126, 24, 126, client, client_0_150.00
316.684073, 47, 21, 129, client, client_1_150.00
316.684073, 25, 0, 151, client, client_2_150.00
316.684073, 1, 0, 10, client, client_3_10.00
317.687590, 198, 10, 208, server, server
317.687590, 55, 95, 56, client, client_0_150.00
317.687590, 55, 94, 56, client, client_1_150.00
317.687590, 80, 64, 86, client, client_2_150.00
317.687590, 8, 0, 10, client, client_3_10.00
318.689642, 202, 8, 210, server, server
318.689642, 64, 84, 66, client, client_0_150.00
318.689642, 66, 85, 66, client, client_1_150.00
318.689642, 63, 82, 68, client, client_2_150.00
318.689642, 9, 0, 10, client, client_3_10.00
319.690739, 199, 9, 208, server, server
319.690739, 64, 85, 65, client, client_0_150.00
319.690739, 66, 84, 66, client, client_1_150.00
319.690739, 61, 84, 67, client, client_2_150.00
319.690739, 8, 0, 10, client, client_3_10.00
320.694256, 204, 67, 271, server, server
320.694256, 59, 38, 113, client, client_0_150.00
320.694256, 33, 116, 34, client, client_1_150.00
320.694256, 107, 36, 114, client, client_2_150.00
320.694256, 5, 0, 10, client, client_3_10.00
321.696308, 199, 99, 298, server, server
321.696308, 66, 0, 150, client, client_0_150.00
321.696308, 11, 140, 11, client, client_1_150.00
321.696308, 120, 23, 127, client, client_2_150.00
321.696308, 2, 0, 10, client, client_3_10.00
322.697405, 200, 20, 220, server, server
322.697405, 141, 0, 150, client, client_0_150.00
322.697405, 27, 121, 29, client, client_1_150.00
322.697405, 24, 120, 31, client, client_2_150.00
322.697405, 8, 0, 10, client, client_3_10.00
323.700922, 197, 6, 203, server, server
323.700922, 68, 81, 70, client, client_0_150.00
323.700922, 61, 89, 61, client, client_1_150.00
323.700922, 58, 88, 62, client, client_2_150.00
323.700922, 10, 0, 10, client, client_3_10.00
324.702975, 202, 9, 211, server, server
324.702975, 63, 85, 65, client, client_0_150.00
324.702975, 68, 83, 68, client, client_1_150.00
324.702975, 63, 82, 68, client, client_2_150.00
324.702975, 8, 0, 10, client, client_3_10.00
325.704072, 204, 68, 272, server, server
325.704072, 53, 36, 114, client, client_0_150.00
325.704072, 113, 36, 114, client, client_1_150.00
325.704072, 28, 117, 34, client, client_2_150.00
325.704072, 10, 0, 10, client, client_3_10.00
326.707589, 192, 87, 279, server, server
326.707589, 57, 13, 138, client, client_0_150.00
326.707589, 118, 32, 118, client, client_1_150.00
326.707589, 9, 135, 15, client, client_2_150.00
326.707589, 8, 2, 8, client, client_3_10.00
327.709641, 208, 7, 215, server, server
327.709641, 67, 78, 72, client, client_0_150.00
327.709641, 71, 80, 71, client, client_1_150.00
327.709641, 70, 78, 72, client, client_2_150.00
327.709641, 0, 10, 0, client, client_3_10.00
328.710738, 201, 8, 209, server, server
328.710738, 66, 81, 69, client, client_0_150.00
328.710738, 66, 83, 67, client, client_1_150.00
328.710738, 67, 80, 71, client, client_2_150.00
328.710738, 2, 8, 2, client, client_3_10.00
329.714255, 199, 8, 207, server, server
329.714255, 65, 81, 70, client, client_0_150.00
329.714255, 66, 84, 66, client, client_1_150.00
329.714255, 66, 81, 69, client, client_2_150.00
329.714255, 2, 8, 2, client, client_3_10.00
330.716307, 202, 69, 271, server, server
330.716307, 27, 114, 36, client, client_0_150.00
330.716307, 114, 37, 114, client, client_1_150.00
330.716307, 59, 36, 114, client, client_2_150.00
330.716307, 2, 3, 7, client, client_3_10.00
331.717404, 166, 95, 261, server, server
331.717404, 1, 143, 7, client, client_0_150.00
331.717404, 121, 29, 121, client, client_1_150.00
331.717404, 43, 28, 123, client, client_2_150.00
331.717404, 1, 0, 10, client, client_3_10.00
332.719177, 227, 8, 235, server, server
332.719177, 70, 75, 75, client, client_0_150.00
332.719177, 74, 76, 74, client, client_1_150.00
332.719177, 72, 75, 75, client, client_2_150.00
332.719177, 11, 0, 11, client, client_3_10.00
333.720921, 208, 5, 213, server, server
333.720921, 66, 84, 67, client, client_0_150.00
333.720921, 66, 83, 67, client, client_1_150.00
333.720921, 66, 81, 69, client, client_2_150.00
333.720921, 10, 0, 10, client, client_3_10.00
334.722974, 199, 9, 208, server, server
334.722974, 60, 83, 67, client, client_0_150.00
334.722974, 65, 85, 66, client, client_1_150.00
334.722974, 64, 85, 65, client, client_2_150.00
334.722974, 10, 0, 10, client, client_3_10.00
335.724071, 202, 154, 356, server, server
335.724071, 28, 35, 115, client, client_0_150.00
335.724071, 114, 35, 115, client, client_1_150.00
335.724071, 56, 35, 116, client, client_2_150.00
335.724071, 4, 0, 10, client, client_3_10.00
336.727588, 199, 209, 408, server, server
336.727588, 5, 27, 124, client, client_0_150.00
336.727588, 148, 0, 150, client, client_1_150.00
336.727588, 44, 26, 124, client, client_2_150.00
336.727588, 2, 0, 10, client, client_3_10.00
337.729640, 190, 11, 201, server, server
337.729640, 34, 108, 42, client, client_0_150.00
337.729640, 108, 43, 108, client, client_1_150.00
337.729640, 39, 109, 41, client, client_2_150.00
337.729640, 9, 0, 10, client, client_3_10.00
338.730737, 211, 9, 220, server, server
338.730737, 68, 80, 70, client, client_0_150.00
338.730737, 67, 81, 69, client, client_1_150.00
338.730737, 66, 80, 71, client, client_2_150.00
338.730737, 10, 0, 10, client, client_3_10.00
339.734254, 193, 9, 202, server, server
339.734254, 63, 88, 63, client, client_0_150.00
339.734254, 64, 86, 64, client, client_1_150.00
339.734254, 57, 85, 65, client, client_2_150.00
339.734254, 9, 0, 10, client, client_3_10.00
340.736306, 209, 72, 281, server, server
340.736306, 53, 32, 118, client, client_0_150.00
340.736306, 117, 33, 118, client, client_1_150.00
340.736306, 30, 115, 35, client, client_2_150.00
340.736306, 9, 0, 10, client, client_3_10.00
341.737403, 167, 93, 260, server, server
341.737403, 35, 29, 121, client, client_0_150.00
341.737403, 120, 30, 120, client, client_1_150.00
341.737403, 2, 142, 9, client, client_2_150.00
341.737403, 10, 0, 10, client, client_3_10.00
342.740921, 228, 8, 236, server, server
342.740921, 70, 78, 73, client, client_0_150.00
342.740921, 74, 76, 74, client, client_1_150.00
342.740921, 75, 71, 79, client, client_2_150.00
342.740921, 9, 0, 10, client, client_3_10.00
343.742973, 203, 6, 209, server, server
343.742973, 65, 84, 66, client, client_0_150.00
343.742973, 66, 84, 67, client, client_1_150.00
343.742973, 62, 84, 66, client, client_2_150.00
343.742973, 10, 0, 10, client, client_3_10.00
344.744070, 203, 9, 212, server, server
344.744070, 65, 84, 66, client, client_0_150.00
344.744070, 66, 83, 67, client, client_1_150.00
344.744070, 64, 82, 69, client, client_2_150.00
344.744070, 8, 0, 10, client, client_3_10.00
345.747587, 202, 153, 355, server, server
345.747587, 116, 33, 118, client, client_0_150.00
345.747587, 56, 35, 115, client, client_1_150.00
345.747587, 26, 34, 116, client, client_2_150.00
345.747587, 4, 4, 6, client, client_3_10.00
346.749639, 169, 199, 368, server, server
346.749639, 119, 31, 119, client, client_0_150.00
346.749639, 43, 30, 121, client, client_1_150.00
346.749639, 5, 28, 122, client, client_2_150.00
346.749639, 2, 4, 6, client, client_3_10.00
347.750736, 209, 7, 216, server, server
347.750736, 66, 80, 70, client, client_0_150.00
347.750736, 67, 83, 67, client, client_1_150.00
347.750736, 67, 82, 69, client, client_2_150.00
347.750736, 9, 0, 10, client, client_3_10.00
348.754253, 221, 7, 228, server, server
348.754253, 70, 78, 73, client, client_0_150.00
348.754253, 72, 78, 72, client, client_1_150.00
348.754253, 69, 77, 73, client, client_2_150.00
348.754253, 10, 0, 10, client, client_3_10.00
349.756305, 198, 8, 206, server, server
349.756305, 62, 87, 63, client, client_0_150.00
349.756305, 66, 85, 66, client, client_1_150.00
349.756305, 60, 83, 67, client, client_2_150.00
349.756305, 10, 0, 10, client, client_3_10.00
350.757403, 205, 72, 277, server, server
350.757403, 58, 33, 117, client, client_0_150.00
350.757403, 33, 117, 33, client, client_1_150.00
350.757403, 111, 34, 117, client, client_2_150.00
350.757403, 3, 0, 10, client, client_3_10.00
351.760920, 200, 94, 294, server, server
351.760920, 72, 0, 151, client, client_0_150.00
351.760920, 10, 139, 11, client, client_1_150.00
351.760920, 117, 28, 122, client, client_2_150.00
351.760920, 1, 0, 10, client, client_3_10.00
352.762972, 197, 12, 209, server, server
352.762972, 91, 56, 94, client, client_0_150.00
352.762972, 50, 99, 52, client, client_1_150.00
352.762972, 48, 97, 53, client, client_2_150.00
352.762972, 8, 0, 10, client, client_3_10.00
353.764069, 203, 7, 210, server, server
353.764069, 63, 84, 66, client, client_0_150.00
353.764069, 66, 83, 67, client, client_1_150.00
353.764069, 64, 84, 67, client, client_2_150.00
353.764069, 10, 0, 10, client, client_3_10.00
354.767586, 195, 10, 205, server, server
354.767586, 63, 85, 66, client, client_0_150.00
354.767586, 64, 86, 64, client, client_1_150.00
354.767586, 60, 85, 65, client, client_2_150.00
354.767586, 8, 0, 10, client, client_3_10.00
355.769638, 207, 71, 278, server, server
355.769638, 27, 119, 31, client, client_0_150.00
355.769638, 120, 31, 120, client, client_1_150.00
355.769638, 56, 31, 119, client, client_2_150.00
355.769638, 4, 2, 8, client, client_3_10.00
356.770735, 199, 91, 290, server, server
356.770735, 5, 139, 11, client, client_0_150.00
356.770735, 121, 29, 121, client, client_1_150.00
356.770735, 72, 0, 151, client, client_2_150.00
356.770735, 1, 3, 7, client, client_3_10.00
357.774252, 198, 11, 209, server, server
357.774252, 50, 100, 51, client, client_0_150.00
357.774252, 52, 98, 52, client, client_1_150.00
357.774252, 89, 54, 96, client, client_2_150.00
357.774252, 7, 0, 10, client, client_3_10.00
358.776304, 203, 9, 212, server, server
358.776304, 64, 83, 67, client, client_0_150.00
358.776304, 67, 84, 67, client, client_1_150.00
358.776304, 63, 82, 68, client, client_2_150.00
358.776304, 9, 0, 10, client, client_3_10.00
359.777402, 196, 9, 205, server, server
359.777402, 59, 84, 66, client, client_0_150.00
359.777402, 64, 86, 64, client, client_1_150.00
359.777402, 63, 86, 65, client, client_2_150.00
359.777402, 10, 0, 10, client, client_3_10.00
360.780919, 206, 163, 369, server, server
360.780919, 26, 31, 120, client, client_0_150.00
360.780919, 119, 31, 119, client, client_1_150.00
360.780919, 57, 30, 120, client, client_2_150.00
360.780919, 4, 0, 10, client, client_3_10.00
361.782971, 200, 206, 406, server, server
361.782971, 28, 0, 150, client, client_0_150.00
361.782971, 127, 24, 127, client, client_1_150.00
361.782971, 43, 31, 119, client, client_2_150.00
361.782971, 2, 0, 10, client, client_3_10.00
362.784068, 186, 14, 200, server, server
362.784068, 117, 30, 120, client, client_0_150.00
362.784068, 33, 116, 34, client, client_1_150.00
362.784068, 28, 115, 36, client, client_2_150.00
362.784068, 8, 0, 10, client, client_3_10.00
363.787585, 212, 9, 221, server, server
363.787585, 64, 80, 71, client, client_0_150.00
363.787585, 70, 80, 70, client, client_1_150.00
363.787585, 68, 80, 70, client, client_2_150.00
363.787585, 10, 0, 10, client, client_3_10.00
364.789637, 201, 8, 209, server, server
364.789637, 64, 84, 66, client, client_0_150.00
364.789637, 66, 84, 67, client, client_1_150.00
364.789637, 63, 84, 66, client, client_2_150.00
364.789637, 8, 0, 10, client, client_3_10.00
365.790734, 203, 78, 281, server, server
365.790734, 24, 120, 30, client, client_0_150.00
365.790734, 120, 30, 120, client, client_1_150.00
365.790734, 55, 30, 121, client, client_2_150.00
365.790734, 4, 0, 10, client, client_3_10.00
366.794251, 164, 89, 253, server, server
366.794251, 3, 142, 9, client, client_0_150.00
366.794251, 116, 34, 116, client, client_1_150.00
366.794251, 43, 32, 118, client, client_2_150.00
366.794251, 2, 0, 10, client, client_3_10.00
367.796304, 214, 8, 222, server, server
367.796304, 66, 80, 70, client, client_0_150.00
367.796304, 70, 81, 70, client, client_1_150.00
367.796304, 69, 78, 72, client, client_2_150.00
367.796304, 9, 0, 10, client, client_3_10.00
368.797401, 222, 6, 228, server, server
368.797401, 68, 78, 72, client, client_0_150.00
368.797401, 73, 77, 73, client, client_1_150.00
368.797401, 71, 78, 73, client, client_2_150.00
368.797401, 10, 0, 10, client, client_3_10.00
369.800918, 200, 9, 209, server, server
369.800918, 62, 83, 68, client, client_0_150.00
369.800918, 65, 85, 65, client, client_1_150.00
369.800918, 63, 84, 66, client, client_2_150.00
369.800918, 10, 0, 10, client, client_3_10.00
370.802970, 203, 167, 370, server, server
370.802970, 22, 30, 120, client, client_0_150.00
370.802970, 120, 31, 120, client, client_1_150.00
370.802970, 57, 30, 120, client, client_2_150.00
370.802970, 4, 0, 10, client, client_3_10.00
371.804067, 155, 191, 346, server, server
371.804067, 2, 39, 111, client, client_0_150.00
371.804067, 112, 38, 112, client, client_1_150.00
371.804067, 39, 38, 113, client, client_2_150.00
371.804067, 2, 0, 10, client, client_3_10.00
372.807584, 229, 11, 240, server, server
372.807584, 70, 74, 77, client, client_0_150.00
372.807584, 77, 73, 77, client, client_1_150.00
372.807584, 72, 74, 76, client, client_2_150.00
372.807584, 10, 0, 10, client, client_3_10.00
373.809636, 204, 7, 211, server, server
373.809636, 62, 85, 65, client, client_0_150.00
373.809636, 68, 83, 68, client, client_1_150.00
373.809636, 64, 82, 68, client, client_2_150.00
373.809636, 10, 0, 10, client, client_3_10.00
374.810733, 212, 7, 219, server, server
374.810733, 66, 80, 70, client, client_0_150.00
374.810733, 69, 81, 69, client, client_1_150.00
374.810733, 67, 81, 70, client, client_2_150.00
374.810733, 10, 0, 10, client, client_3_10.00
375.814251, 201, 172, 373, server, server
375.814251, 22, 30, 121, client, client_0_150.00
375.814251, 121, 29, 121, client, client_1_150.00
375.814251, 54, 29, 121, client, client_2_150.00
375.814251, 4, 0, 10, client, client_3_10.00
376.816303, 201, 180, 381, server, server
376.816303, 13, 31, 119, client, client_0_150.00
376.816303, 151, 0, 151, client, client_1_150.00
376.816303, 37, 46, 104, client, client_2_150.00
376.816303, 0, 3, 7, client, client_3_10.00
377.817400, 195, 8, 203, server, server
377.817400, 63, 86, 64, client, client_0_150.00
377.817400, 72, 77, 73, client, client_1_150.00
377.817400, 60, 85, 66, client, client_2_150.00
377.817400, 0, 10, 0, client, client_3_10.00
378.819177, 205, 7, 212, server, server
378.819177, 69, 80, 70, client, client_0_150.00
378.819177, 71, 79, 71, client, client_1_150.00
378.819177, 63, 81, 69, client, client_2_150.00
378.819177, 2, 9, 2, client, client_3_10.00
379.820917, 201, 8, 209, server, server
379.820917, 67, 81, 70, client, client_0_150.00
379.820917, 69, 81, 69, client, client_1_150.00
379.820917, 63, 83, 67, client, client_2_150.00
379.820917, 2, 7, 3, client, client_3_10.00
380.822969, 201, 174, 375, server, server
380.822969, 22, 28, 122, client, client_0_150.00
380.822969, 124, 27, 124, client, client_1_150.00
380.822969, 55, 28, 122, client, client_2_150.00
380.822969, 0, 3, 7, client, client_3_10.00
381.824066, 157, 186, 343, server, server
381.824066, 3, 40, 110, client, client_0_150.00
381.824066, 111, 39, 111, client, client_1_150.00
381.824066, 40, 39, 112, client, client_2_150.00
381.824066, 3, 0, 10, client, client_3_10.00
382.827583, 222, 7, 229, server, server
382.827583, 70, 77, 74, client, client_0_150.00
382.827583, 72, 78, 72, client, client_1_150.00
382.827583, 70, 77, 73, client, client_2_150.00
382.827583, 10, 0, 10, client, client_3_10.00
383.829635, 219, 8, 227, server, server
383.829635, 68, 78, 72, client, client_0_150.00
383.829635, 72, 79, 72, client, client_1_150.00
383.829635, 69, 77, 73, client, client_2_150.00
383.829635, 10, 0, 10, client, client_3_10.00
384.830732, 202, 8, 210, server, server
384.830732, 65, 84, 66, client, client_0_150.00
384.830732, 66, 84, 66, client, client_1_150.00
384.830732, 62, 83, 68, client, client_2_150.00
384.830732, 9, 0, 10, client, client_3_10.00
385.834250, 201, 171, 372, server, server
385.834250, 23, 30, 121, client, client_0_150.00
385.834250, 120, 30, 120, client, client_1_150.00
385.834250, 56, 29, 121, client, client_2_150.00
385.834250, 2, 0, 10, client, client_3_10.00
386.836302, 159, 169, 328, server, server
386.836302, 10, 39, 111, client, client_0_150.00
386.836302, 98, 53, 98, client, client_1_150.00
386.836302, 51, 37, 113, client, client_2_150.00
386.836302, 0, 4, 6, client, client_3_10.00
387.837399, 225, 7, 232, server, server
387.837399, 76, 74, 76, client, client_0_150.00
387.837399, 72, 76, 74, client, client_1_150.00
387.837399, 75, 72, 79, client, client_2_150.00
387.837399, 2, 7, 3, client, client_3_10.00
388.840916, 216, 7, 223, server, server
388.840916, 72, 77, 74, client, client_0_150.00
388.840916, 71, 78, 72, client, client_1_150.00
388.840916, 71, 75, 75, client, client_2_150.00
388.840916, 2, 8, 2, client, client_3_10.00
389.842968, 200, 8, 208, server, server
389.842968, 68, 81, 69, client, client_0_150.00
389.842968, 68, 82, 69, client, client_1_150.00
389.842968, 63, 81, 69, client, client_2_150.00
389.842968, 1, 9, 1, client, client_3_10.00
390.844065, 203, 82, 285, server, server
390.844065, 51, 25, 125, client, client_0_150.00
390.844065, 123, 27, 123, client, client_1_150.00
390.844065, 21, 122, 29, client, client_2_150.00
390.844065, 8, 2, 8, client, client_3_10.00
391.847582, 181, 74, 255, server, server
391.847582, 37, 46, 105, client, client_0_150.00
391.847582, 123, 27, 123, client, client_1_150.00
391.847582, 14, 130, 20, client, client_2_150.00
391.847582, 7, 3, 7, client, client_3_10.00
392.849634, 216, 8, 224, server, server
392.849634, 64, 81, 69, client, client_0_150.00
392.849634, 75, 76, 75, client, client_1_150.00
392.849634, 71, 76, 74, client, client_2_150.00
392.849634, 6, 4, 6, client, client_3_10.00
393.850732, 200, 8, 208, server, server
393.850732, 64, 83, 67, client, client_0_150.00
393.850732, 69, 81, 69, client, client_1_150.00
393.850732, 65, 81, 70, client, client_2_150.00
393.850732, 2, 8, 2, client, client_3_10.00
394.854249, 201, 8, 209, server, server
394.854249, 60, 84, 67, client, client_0_150.00
394.854249, 68, 82, 68, client, client_1_150.00
394.854249, 69, 80, 70, client, client_2_150.00
394.854249, 4, 6, 4, client, client_3_10.00
395.856301, 202, 17, 219, server, server
395.856301, 40, 106, 44, client, client_0_150.00
395.856301, 46, 104, 47, client, client_1_150.00
395.856301, 113, 25, 125, client, client_2_150.00
395.856301, 3, 7, 3, client, client_3_10.00
396.857398, 202, 17, 219, server, server
396.857398, 30, 119, 31, client, client_0_150.00
396.857398, 35, 115, 35, client, client_1_150.00
396.857398, 135, 0, 151, client, client_2_150.00
396.857398, 2, 8, 2, client, client_3_10.00
397.860915, 196, 17, 213, server, server
397.860915, 29, 119, 32, client, client_0_150.00
397.860915, 34, 116, 34, client, client_1_150.00
397.860915, 132, 4, 146, client, client_2_150.00
397.860915, 1, 9, 1, client, client_3_10.00
398.862967, 204, 6, 210, server, server
398.862967, 63, 85, 65, client, client_0_150.00
398.862967, 70, 81, 70, client, client_1_150.00
398.862967, 66, 80, 70, client, client_2_150.00
398.862967, 5, 5, 5, client, client_3_10.00
399.864064, 200, 9, 209, server, server
399.864064, 63, 85, 65, client, client_0_150.00
399.864064, 69, 81, 69, client, client_1_150.00
399.864064, 64, 80, 71, client, client_2_150.00
399.864064, 4, 6, 4, client, client_3_10.00
400.867581, 202, 84, 286, server, server
400.867581, 54, 28, 123, client, client_0_150.00
400.867581, 28, 122, 28, client, client_1_150.00
400.867581, 118, 24, 126, client, client_2_150.00
400.867581, 2, 1, 9, client, client_3_10.00
401.869634, 199, 85, 284, server, server
401.869634, 77, 0, 150, client, client_0_150.00
401.869634, 12, 139, 12, client, client_1_150.00
401.869634, 107, 38, 112, client, client_2_150.00
401.869634, 3, 0, 10, client, client_3_10.00
402.870731, 192, 19, 211, server, server
402.870731, 131, 11, 139, client, client_0_150.00
402.870731, 31, 119, 31, client, client_1_150.00
402.870731, 22, 120, 31, client, client_2_150.00
402.870731, 8, 0, 10, client, client_3_10.00
403.874248, 211, 6, 217, server, server
403.874248, 66, 82, 69, client, client_0_150.00
403.874248, 68, 82, 68, client, client_1_150.00
403.874248, 69, 80, 70, client, client_2_150.00
403.874248, 8, 0, 10, client, client_3_10.00
404.876300, 197, 8, 205, server, server
404.876300, 64, 86, 64, client, client_0_150.00
404.876300, 65, 85, 66, client, client_1_150.00
404.876300, 58, 85, 65, client, client_2_150.00
404.876300, 10, 0, 10, client, client_3_10.00
405.877397, 204, 185, 389, server, server
405.877397, 21, 24, 126, client, client_0_150.00
405.877397, 126, 24, 126, client, client_1_150.00
405.877397, 55, 24, 127, client, client_2_150.00
405.877397, 2, 0, 10, client, client_3_10.00
406.880914, 157, 175, 332, server, server
406.880914, 7, 43, 108, client, client_0_150.00
406.880914, 106, 44, 106, client, client_1_150.00
406.880914, 41, 42, 108, client, client_2_150.00
406.880914, 3, 0, 10, client, client_3_10.00
407.882966, 214, 7, 221, server, server
407.882966, 67, 80, 70, client, client_0_150.00
407.882966, 70, 81, 70, client, client_1_150.00
407.882966, 68, 79, 71, client, client_2_150.00
407.882966, 9, 0, 10, client, client_3_10.00
408.884063, 228, 7, 235, server, server
408.884063, 73, 76, 74, client, client_0_150.00
408.884063, 74, 75, 75, client, client_1_150.00
408.884063, 71, 75, 76, client, client_2_150.00
408.884063, 10, 0, 10, client, client_3_10.00
409.887580, 201, 10, 211, server, server
409.887580, 61, 83, 68, client, client_0_150.00
409.887580, 66, 83, 67, client, client_1_150.00
409.887580, 64, 84, 66, client, client_2_150.00
409.887580, 10, 0, 10, client, client_3_10.00
410.889633, 200, 176, 376, server, server
410.889633, 124, 24, 126, client, client_0_150.00
410.889633, 53, 31, 120, client, client_1_150.00
410.889633, 20, 30, 120, client, client_2_150.00
410.889633, 3, 0, 10, client, client_3_10.00
411.890730, 200, 9, 209, server, server
411.890730, 146, 0, 150, client, client_0_150.00
411.890730, 37, 113, 37, client, client_1_150.00
411.890730, 10, 139, 12, client, client_2_150.00
411.890730, 7, 0, 10, client, client_3_10.00
412.894247, 194, 4, 198, server, server
412.894247, 108, 42, 109, client, client_0_150.00
412.894247, 53, 97, 53, client, client_1_150.00
412.894247, 24, 124, 26, client, client_2_150.00
412.894247, 9, 0, 10, client, client_3_10.00
413.896299, 207, 7, 214, server, server
413.896299, 99, 48, 102, client, client_0_150.00
413.896299, 73, 77, 74, client, client_1_150.00
413.896299, 25, 122, 28, client, client_2_150.00
413.896299, 10, 0, 10, client, client_3_10.00
414.897396, 198, 5, 203, server, server
414.897396, 96, 54, 96, client, client_0_150.00
414.897396, 57, 91, 59, client, client_1_150.00
414.897396, 36, 113, 38, client, client_2_150.00
414.897396, 9, 0, 10, client, client_3_10.00
415.900913, 205, 84, 289, server, server
415.900913, 64, 15, 136, client, client_0_150.00
415.900913, 27, 123, 27, client, client_1_150.00
415.900913, 111, 34, 116, client, client_2_150.00
415.900913, 3, 0, 10, client, client_3_10.00
416.902965, 151, 77, 228, server, server
416.902965, 40, 45, 105, client, client_0_150.00
416.902965, 10, 141, 10, client, client_1_150.00
416.902965, 98, 47, 103, client, client_2_150.00
416.902965, 3, 0, 10, client, client_3_10.00
417.904062, 222, 7, 229, server, server
417.904062, 69, 77, 73, client, client_0_150.00
417.904062, 73, 77, 73, client, client_1_150.00
417.904062, 70, 78, 73, client, client_2_150.00
417.904062, 10, 0, 10, client, client_3_10.00
418.907580, 219, 8, 227, server, server
418.907580, 70, 79, 72, client, client_0_150.00
418.907580, 70, 77, 73, client, client_1_150.00
418.907580, 70, 78, 72, client, client_2_150.00
418.907580, 9, 0, 10, client, client_3_10.00
419.909632, 209, 8, 217, server, server
419.909632, 67, 81, 69, client, client_0_150.00
419.909632, 68, 81, 70, client, client_1_150.00
419.909632, 65, 82, 68, client, client_2_150.00
419.909632, 9, 0, 10, client, client_3_10.00
420.910729, 201, 183, 384, server, server
420.910729, 21, 25, 125, client, client_0_150.00
420.910729, 124, 26, 124, client, client_1_150.00
420.910729, 54, 26, 125, client, client_2_150.00
420.910729, 2, 0, 10, client, client_3_10.00
421.914246, 151, 143, 294, server, server
421.914246, 18, 46, 105, client, client_0_150.00
421.914246, 77, 73, 77, client, client_1_150.00
421.914246, 53, 48, 102, client, client_2_150.00
421.914246, 3, 0, 10, client, client_3_10.00
422.916298, 234, 6, 240, server, server
422.916298, 73, 74, 76, client, client_0_150.00
422.916298, 77, 74, 77, client, client_1_150.00
422.916298, 74, 73, 77, client, client_2_150.00
422.916298, 10, 0, 10, client, client_3_10.00
423.917395, 214, 9, 223, server, server
423.917395, 67, 80, 70, client, client_0_150.00
423.917395, 70, 79, 71, client, client_1_150.00
423.917395, 67, 79, 72, client, client_2_150.00
423.917395, 10, 0, 10, client, client_3_10.00
424.919177, 200, 8, 208, server, server
424.919177, 62, 84, 66, client, client_0_150.00
424.919177, 64, 84, 66, client, client_1_150.00
424.919177, 64, 85, 65, client, client_2_150.00
424.919177, 10, 0, 11, client, client_3_10.00
425.920912, 203, 134, 337, server, server
425.920912, 41, 21, 130, client, client_0_150.00
425.920912, 68, 82, 68, client, client_1_150.00
425.920912, 92, 21, 129, client, client_2_150.00
425.920912, 2, 0, 10, client, client_3_10.00
426.922964, 192, 64, 256, server, server
426.922964, 68, 27, 123, client, client_0_150.00
426.922964, 24, 127, 24, client, client_1_150.00
426.922964, 95, 51, 99, client, client_2_150.00
426.922964, 5, 0, 10, client, client_3_10.00
427.924061, 207, 8, 215, server, server
427.924061, 65, 82, 68, client, client_0_150.00
427.924061, 68, 81, 69, client, client_1_150.00
427.924061, 65, 83, 68, client, client_2_150.00
427.924061, 9, 0, 10, client, client_3_10.00
428.927579, 202, 10, 212, server, server
428.927579, 64, 83, 68, client, client_0_150.00
428.927579, 66, 83, 67, client, client_1_150.00
428.927579, 63, 83, 67, client, client_2_150.00
428.927579, 9, 0, 10, client, client_3_10.00
429.929631, 198, 9, 207, server, server
429.929631, 63, 85, 65, client, client_0_150.00
429.929631, 65, 86, 65, client, client_1_150.00
429.929631, 61, 83, 67, client, client_2_150.00
429.929631, 9, 0, 10, client, client_3_10.00
430.930728, 203, 90, 293, server, server
430.930728, 129, 21, 129, client, client_0_150.00
430.930728, 18, 125, 25, client, client_1_150.00
430.930728, 54, 22, 129, client, client_2_150.00
430.930728, 2, 0, 10, client, client_3_10.00
431.934245, 194, 45, 239, server, server
431.934245, 58, 88, 63, client, client_0_150.00
431.934245, 19, 129, 21, client, client_1_150.00
431.934245, 111, 5, 145, client, client_2_150.00
431.934245, 6, 0, 10, client, client_3_10.00
432.936297, 200, 7, 207, server, server
432.936297, 66, 84, 66, client, client_0_150.00
432.936297, 66, 85, 66, client, client_1_150.00
432.936297, 59, 85, 65, client, client_2_150.00
432.936297, 9, 0, 10, client, client_3_10.00
433.937394, 205, 8, 213, server, server
433.937394, 64, 84, 66, client, client_0_150.00
433.937394, 67, 82, 68, client, client_1_150.00
433.937394, 66, 82, 69, client, client_2_150.00
433.937394, 8, 0, 10, client, client_3_10.00
434.940911, 201, 8, 209, server, server
434.940911, 65, 84, 67, client, client_0_150.00
434.940911, 64, 85, 65, client, client_1_150.00
434.940911, 62, 83, 67, client, client_2_150.00
434.940911, 10, 0, 10, client, client_3_10.00
435.942963, 203, 190, 393, server, server
435.942963, 126, 22, 128, client, client_0_150.00
435.942963, 56, 23, 128, client, client_1_150.00
435.942963, 19, 23, 127, client, client_2_150.00
435.942963, 2, 0, 10, client, client_3_10.00
436.944061, 149, 161, 310, server, server
436.944061, 99, 51, 99, client, client_0_150.00
436.944061, 39, 49, 101, client, client_1_150.00
436.944061, 7, 51, 100, client, client_2_150.00
