t,goodput,throttled,offered,type,name
278.601750, 74, 75, 76, client, client_2_150.00
278.601750, 10, 0, 10, client, client_3_10.00
279.603485, 199, 4, 203, server, server
279.603485, 53, 97, 54, client, client_0_150.00
279.603485, 69, 81, 69, client, client_1_150.00
279.603485, 68, 80, 70, client, client_2_150.00
279.603485, 9, 0, 10, client, client_3_10.00
280.607898, 177, 6, 183, server, server
280.607898, 43, 104, 46, client, client_0_150.00
280.607898, 62, 89, 62, client, client_1_150.00
280.607898, 63, 85, 65, client, client_2_150.00
280.607898, 9, 0, 10, client, client_3_10.00
281.608417, 200, 4, 204, server, server
281.608417, 50, 100, 50, client, client_0_150.00
281.608417, 71, 78, 72, client, client_1_150.00
281.608417, 69, 79, 72, client, client_2_150.00
281.608417, 10, 0, 10, client, client_3_10.00
282.610151, 234, 6, 240, server, server
282.610151, 62, 88, 63, client, client_0_150.00
282.610151, 81, 68, 82, client, client_1_150.00
282.610151, 81, 65, 85, client, client_2_150.00
282.610151, 10, 0, 10, client, client_3_10.00
283.614564, 196, 5, 201, server, server
283.614564, 54, 95, 55, client, client_0_150.00
283.614564, 66, 85, 66, client, client_1_150.00
283.614564, 66, 80, 70, client, client_2_150.00
283.614564, 10, 0, 10, client, client_3_10.00
284.615083, 193, 4, 197, server, server
284.615083, 51, 98, 52, client, client_0_150.00
284.615083, 65, 83, 67, client, client_1_150.00
284.615083, 67, 83, 68, client, client_2_150.00
284.615083, 10, 0, 10, client, client_3_10.00
285.616817, 197, 6, 203, server, server
285.616817, 34, 114, 37, client, client_0_150.00
285.616817, 78, 72, 78, client, client_1_150.00
285.616817, 76, 72, 78, client, client_2_150.00
285.616817, 9, 0, 10, client, client_3_10.00
286.621231, 213, 4, 217, server, server
286.621231, 57, 93, 57, client, client_0_150.00
286.621231, 73, 77, 74, client, client_1_150.00
286.621231, 73, 74, 76, client, client_2_150.00
286.621231, 10, 0, 10, client, client_3_10.00
287.621749, 188, 5, 193, server, server
287.621749, 54, 93, 57, client, client_0_150.00
287.621749, 62, 88, 62, client, client_1_150.00
287.621749, 62, 87, 64, client, client_2_150.00
287.621749, 10, 0, 10, client, client_3_10.00
288.623484, 209, 4, 213, server, server
288.623484, 50, 99, 52, client, client_0_150.00
288.623484, 74, 76, 74, client, client_1_150.00
288.623484, 75, 73, 77, client, client_2_150.00
288.623484, 10, 0, 10, client, client_3_10.00
289.627897, 205, 4, 209, server, server
289.627897, 54, 94, 56, client, client_0_150.00
289.627897, 71, 80, 71, client, client_1_150.00
289.627897, 70, 78, 72, client, client_2_150.00
289.627897, 10, 0, 10, client, client_3_10.00
290.628416, 193, 6, 199, server, server
290.628416, 54, 95, 55, client, client_0_150.00
290.628416, 67, 83, 67, client, client_1_150.00
290.628416, 62, 84, 67, client, client_2_150.00
290.628416, 10, 0, 10, client, client_3_10.00
291.630150, 200, 4, 204, server, server
291.630150, 48, 102, 49, client, client_0_150.00
291.630150, 70, 80, 70, client, client_1_150.00
291.630150, 73, 75, 75, client, client_2_150.00
291.630150, 9, 0, 10, client, client_3_10.00
292.634563, 193, 6, 199, server, server
292.634563, 51, 97, 53, client, client_0_150.00
292.634563, 67, 84, 67, client, client_1_150.00
292.634563, 65, 81, 69, client, client_2_150.00
292.634563, 10, 0, 10, client, client_3_10.00
293.635082, 200, 3, 203, server, server
293.635082, 65, 83, 67, client, client_0_150.00
293.635082, 62, 88, 62, client, client_1_150.00
293.635082, 63, 87, 64, client, client_2_150.00
293.635082, 10, 0, 10, client, client_3_10.00
294.636816, 218, 6, 224, server, server
294.636816, 41, 107, 44, client, client_0_150.00
294.636816, 82, 67, 83, client, client_1_150.00
294.636816, 85, 63, 87, client, client_2_150.00
294.636816, 10, 0, 10, client, client_3_10.00
295.641230, 174, 4, 178, server, server
295.641230, 61, 87, 63, client, client_0_150.00
295.641230, 52, 99, 52, client, client_1_150.00
295.641230, 52, 97, 53, client, client_2_150.00
295.641230, 9, 0, 10, client, client_3_10.00
296.641748, 214, 5, 219, server, server
296.641748, 57, 92, 58, client, client_0_150.00
296.641748, 75, 73, 77, client, client_1_150.00
296.641748, 72, 77, 74, client, client_2_150.00
296.641748, 10, 0, 10, client, client_3_10.00
297.643483, 214, 5, 219, server, server
297.643483, 63, 85, 66, client, client_0_150.00
297.643483, 70, 80, 70, client, client_1_150.00
297.643483, 71, 77, 73, client, client_2_150.00
297.643483, 10, 0, 10, client, client_3_10.00
298.647896, 198, 5, 203, server, server
298.647896, 32, 117, 33, client, client_0_150.00
298.647896, 78, 72, 79, client, client_1_150.00
298.647896, 79, 69, 81, client, client_2_150.00
298.647896, 9, 0, 10, client, client_3_10.00
299.648415, 189, 5, 194, server, server
299.648415, 51, 97, 53, client, client_0_150.00
299.648415, 65, 84, 66, client, client_1_150.00
299.648415, 64, 86, 65, client, client_2_150.00
299.648415, 9, 0, 10, client, client_3_10.00
300.650149, 211, 50, 261, server, server
300.650149, 81, 31, 120, client, client_0_150.00
300.650149, 41, 109, 41, client, client_1_150.00
300.650149, 83, 60, 90, client, client_2_150.00
300.650149, 6, 0, 10, client, client_3_10.00
301.654562, 193, 6, 199, server, server
301.654562, 39, 110, 40, client, client_0_150.00
301.654562, 79, 71, 80, client, client_1_150.00
301.654562, 74, 72, 78, client, client_2_150.00
301.654562, 1, 9, 1, client, client_3_10.00
302.655081, 211, 7, 218, server, server
302.655081, 43, 105, 45, client, client_0_150.00
302.655081, 85, 65, 85, client, client_1_150.00
302.655081, 81, 65, 86, client, client_2_150.00
302.655081, 2, 8, 2, client, client_3_10.00
303.656816, 183, 6, 189, server, server
303.656816, 36, 113, 38, client, client_0_150.00
303.656816, 72, 78, 72, client, client_1_150.00
303.656816, 73, 73, 77, client, client_2_150.00
303.656816, 2, 8, 2, client, client_3_10.00
304.661229, 196, 9, 205, server, server
304.661229, 39, 110, 40, client, client_0_150.00
304.661229, 86, 63, 88, client, client_1_150.00
304.661229, 69, 75, 75, client, client_2_150.00
304.661229, 2, 8, 2, client, client_3_10.00
305.661748, 217, 8, 225, server, server
305.661748, 45, 104, 46, client, client_0_150.00
305.661748, 87, 63, 87, client, client_1_150.00
305.661748, 83, 62, 89, client, client_2_150.00
305.661748, 2, 7, 3, client, client_3_10.00
306.663482, 202, 10, 212, server, server
306.663482, 41, 107, 44, client, client_0_150.00
306.663482, 84, 65, 85, client, client_1_150.00
306.663482, 75, 69, 81, client, client_2_150.00
306.663482, 2, 8, 2, client, client_3_10.00
307.667895, 191, 7, 198, server, server
307.667895, 36, 110, 40, client, client_0_150.00
307.667895, 78, 73, 78, client, client_1_150.00
307.667895, 76, 71, 79, client, client_2_150.00
307.667895, 1, 9, 1, client, client_3_10.00
308.668414, 189, 6, 195, server, server
308.668414, 36, 111, 39, client, client_0_150.00
308.668414, 76, 74, 76, client, client_1_150.00
308.668414, 75, 73, 78, client, client_2_150.00
308.668414, 2, 8, 2, client, client_3_10.00
309.670148, 225, 8, 233, server, server
309.670148, 48, 101, 50, client, client_0_150.00
309.670148, 89, 60, 90, client, client_1_150.00
309.670148, 85, 60, 90, client, client_2_150.00
309.670148, 3, 7, 3, client, client_3_10.00
310.674562, 185, 6, 191, server, server
310.674562, 36, 113, 37, client, client_0_150.00
310.674562, 75, 75, 76, client, client_1_150.00
310.674562, 72, 74, 76, client, client_2_150.00
310.674562, 2, 8, 2, client, client_3_10.00
311.675080, 213, 6, 219, server, server
311.675080, 43, 105, 45, client, client_0_150.00
311.675080, 85, 65, 85, client, client_1_150.00
311.675080, 84, 63, 88, client, client_2_150.00
311.675080, 1, 9, 1, client, client_3_10.00
312.676815, 198, 8, 206, server, server
312.676815, 37, 110, 41, client, client_0_150.00
312.676815, 79, 71, 79, client, client_1_150.00
312.676815, 79, 67, 83, client, client_2_150.00
312.676815, 3, 7, 3, client, client_3_10.00
313.681228, 205, 9, 214, server, server
313.681228, 40, 107, 43, client, client_0_150.00
313.681228, 82, 69, 82, client, client_1_150.00
313.681228, 82, 62, 88, client, client_2_150.00
313.681228, 1, 9, 1, client, client_3_10.00
314.681747, 190, 7, 197, server, server
314.681747, 37, 112, 38, client, client_0_150.00
314.681747, 81, 68, 82, client, client_1_150.00
314.681747, 68, 78, 73, client, client_2_150.00
314.681747, 4, 6, 4, client, client_3_10.00
315.682367, 208, 6, 214, server, server
315.682367, 40, 107, 43, client, client_0_150.00
315.682367, 83, 67, 83, client, client_1_150.00
315.682367, 82, 65, 85, client, client_2_150.00
315.682367, 3, 8, 3, client, client_3_10.00
316.683481, 191, 8, 199, server, server
316.683481, 37, 114, 37, client, client_0_150.00
316.683481, 79, 70, 80, client, client_1_150.00
316.683481, 70, 73, 77, client, client_2_150.00
316.683481, 5, 5, 5, client, client_3_10.00
317.687894, 197, 6, 203, server, server
317.687894, 41, 108, 42, client, client_0_150.00
317.687894, 78, 73, 78, client, client_1_150.00
317.687894, 75, 70, 80, client, client_2_150.00
317.687894, 3, 7, 3, client, client_3_10.00
318.688413, 211, 8, 219, server, server
318.688413, 40, 105, 45, client, client_0_150.00
318.688413, 84, 66, 84, client, client_1_150.00
318.688413, 85, 63, 88, client, client_2_150.00
318.688413, 2, 8, 2, client, client_3_10.00
319.690147, 196, 6, 202, server, server
319.690147, 38, 111, 40, client, client_0_150.00
319.690147, 79, 71, 79, client, client_1_150.00
319.690147, 78, 68, 82, client, client_2_150.00
319.690147, 1, 9, 1, client, client_3_10.00
320.694561, 207, 7, 214, server, server
320.694561, 43, 106, 44, client, client_0_150.00
320.694561, 83, 68, 83, client, client_1_150.00
320.694561, 80, 64, 86, client, client_2_150.00
320.694561, 1, 9, 1, client, client_3_10.00
321.695079, 192, 7, 199, server, server
321.695079, 36, 112, 38, client, client_0_150.00
321.695079, 77, 73, 77, client, client_1_150.00
321.695079, 75, 71, 80, client, client_2_150.00
321.695079, 4, 6, 4, client, client_3_10.00
322.696814, 203, 6, 209, server, server
322.696814, 41, 109, 42, client, client_0_150.00
322.696814, 80, 69, 81, client, client_1_150.00
322.696814, 80, 66, 84, client, client_2_150.00
322.696814, 2, 8, 2, client, client_3_10.00
323.701227, 189, 8, 197, server, server
323.701227, 35, 112, 38, client, client_0_150.00
323.701227, 78, 72, 79, client, client_1_150.00
323.701227, 73, 73, 77, client, client_2_150.00
323.701227, 3, 7, 3, client, client_3_10.00
324.701746, 208, 6, 214, server, server
324.701746, 43, 106, 44, client, client_0_150.00
324.701746, 81, 68, 82, client, client_1_150.00
324.701746, 82, 65, 86, client, client_2_150.00
324.701746, 2, 8, 2, client, client_3_10.00
325.703480, 206, 9, 215, server, server
325.703480, 43, 107, 44, client, client_0_150.00
325.703480, 82, 68, 82, client, client_1_150.00
325.703480, 78, 64, 86, client, client_2_150.00
325.703480, 3, 7, 3, client, client_3_10.00
326.707893, 205, 7, 212, server, server
326.707893, 38, 108, 42, client, client_0_150.00
326.707893, 84, 67, 84, client, client_1_150.00
326.707893, 80, 67, 83, client, client_2_150.00
326.707893, 3, 7, 3, client, client_3_10.00
327.708412, 189, 6, 195, server, server
327.708412, 35, 114, 36, client, client_0_150.00
327.708412, 76, 74, 76, client, client_1_150.00
327.708412, 73, 73, 78, client, client_2_150.00
327.708412, 5, 5, 5, client, client_3_10.00
328.710146, 211, 9, 220, server, server
328.710146, 41, 109, 42, client, client_0_150.00
328.710146, 87, 63, 87, client, client_1_150.00
328.710146, 80, 62, 88, client, client_2_150.00
328.710146, 3, 7, 3, client, client_3_10.00
329.714560, 192, 8, 200, server, server
329.714560, 37, 110, 40, client, client_0_150.00
329.714560, 76, 75, 76, client, client_1_150.00
329.714560, 76, 69, 81, client, client_2_150.00
329.714560, 3, 7, 3, client, client_3_10.00
330.715078, 208, 7, 215, server, server
330.715078, 42, 106, 44, client, client_0_150.00
330.715078, 81, 68, 82, client, client_1_150.00
330.715078, 82, 65, 86, client, client_2_150.00
330.715078, 3, 7, 3, client, client_3_10.00
331.716813, 205, 8, 213, server, server
331.716813, 41, 106, 45, client, client_0_150.00
331.716813, 83, 65, 85, client, client_1_150.00
331.716813, 80, 68, 82, client, client_2_150.00
331.716813, 1, 9, 1, client, client_3_10.00
332.721226, 199, 6, 205, server, server
332.721226, 41, 107, 43, client, client_0_150.00
332.721226, 77, 74, 77, client, client_1_150.00
332.721226, 80, 66, 84, client, client_2_150.00
332.721226, 1, 9, 1, client, client_3_10.00
333.721745, 185, 7, 192, server, server
333.721745, 35, 113, 37, client, client_0_150.00
333.721745, 75, 73, 77, client, client_1_150.00
333.721745, 73, 75, 76, client, client_2_150.00
333.721745, 2, 8, 2, client, client_3_10.00
334.723479, 215, 10, 225, server, server
334.723479, 44, 103, 48, client, client_0_150.00
334.723479, 87, 63, 87, client, client_1_150.00
334.723479, 83, 61, 89, client, client_2_150.00
334.723479, 1, 9, 1, client, client_3_10.00
335.727892, 152, 9, 161, server, server
335.727892, 32, 117, 33, client, client_0_150.00
335.727892, 65, 86, 65, client, client_1_150.00
335.727892, 53, 90, 60, client, client_2_150.00
335.727892, 2, 7, 3, client, client_3_10.00
336.728411, 242, 10, 252, server, server
336.728411, 51, 99, 51, client, client_0_150.00
336.728411, 86, 63, 87, client, client_1_150.00
336.728411, 102, 40, 111, client, client_2_150.00
336.728411, 3, 7, 3, client, client_3_10.00
337.730146, 204, 6, 210, server, server
337.730146, 42, 108, 43, client, client_0_150.00
337.730146, 83, 66, 84, client, client_1_150.00
337.730146, 79, 67, 83, client, client_2_150.00
337.730146, 0, 10, 0, client, client_3_10.00
338.734559, 197, 8, 205, server, server
338.734559, 40, 108, 42, client, client_0_150.00
338.734559, 79, 72, 79, client, client_1_150.00
338.734559, 78, 66, 84, client, client_2_150.00
338.734559, 0, 10, 0, client, client_3_10.00
339.735078, 202, 8, 210, server, server
339.735078, 38, 110, 40, client, client_0_150.00
339.735078, 82, 68, 82, client, client_1_150.00
339.735078, 79, 67, 84, client, client_2_150.00
339.735078, 3, 6, 4, client, client_3_10.00
340.736812, 202, 6, 208, server, server
340.736812, 41, 109, 42, client, client_0_150.00
340.736812, 82, 67, 83, client, client_1_150.00
340.736812, 78, 68, 82, client, client_2_150.00
340.736812, 1, 9, 1, client, client_3_10.00
341.741225, 188, 8, 196, server, server
341.741225, 36, 111, 39, client, client_0_150.00
341.741225, 76, 75, 76, client, client_1_150.00
341.741225, 74, 72, 78, client, client_2_150.00
341.741225, 2, 7, 3, client, client_3_10.00
342.741744, 209, 7, 216, server, server
342.741744, 41, 105, 45, client, client_0_150.00
342.741744, 82, 68, 82, client, client_1_150.00
342.741744, 84, 64, 87, client, client_2_150.00
342.741744, 2, 8, 2, client, client_3_10.00
343.743478, 209, 8, 217, server, server
343.743478, 40, 109, 42, client, client_0_150.00
343.743478, 85, 65, 85, client, client_1_150.00
343.743478, 81, 63, 87, client, client_2_150.00
343.743478, 3, 7, 3, client, client_3_10.00
344.747891, 190, 6, 196, server, server
344.747891, 37, 111, 39, client, client_0_150.00
344.747891, 74, 76, 75, client, client_1_150.00
344.747891, 75, 72, 78, client, client_2_150.00
344.747891, 4, 6, 4, client, client_3_10.00
345.748410, 201, 6, 207, server, server
345.748410, 41, 107, 43, client, client_0_150.00
345.748410, 81, 69, 81, client, client_1_150.00
345.748410, 79, 68, 83, client, client_2_150.00
345.748410, 0, 10, 0, client, client_3_10.00
346.750145, 169, 6, 175, server, server
346.750145, 36, 113, 38, client, client_0_150.00
346.750145, 67, 83, 67, client, client_1_150.00
346.750145, 66, 80, 70, client, client_2_150.00
346.750145, 0, 10, 0, client, client_3_10.00
347.754558, 222, 19, 241, server, server
347.754558, 50, 97, 53, client, client_0_150.00
347.754558, 92, 59, 92, client, client_1_150.00
347.754558, 78, 56, 94, client, client_2_150.00
347.754558, 2, 8, 2, client, client_3_10.00
348.755077, 217, 7, 224, server, server
348.755077, 42, 104, 46, client, client_0_150.00
348.755077, 87, 62, 88, client, client_1_150.00
348.755077, 85, 64, 87, client, client_2_150.00
348.755077, 3, 7, 3, client, client_3_10.00
349.756811, 203, 7, 210, server, server
349.756811, 41, 108, 43, client, client_0_150.00
349.756811, 80, 68, 82, client, client_1_150.00
349.756811, 81, 66, 84, client, client_2_150.00
349.756811, 1, 9, 1, client, client_3_10.00
350.761224, 181, 8, 189, server, server
350.761224, 35, 114, 36, client, client_0_150.00
350.761224, 74, 77, 74, client, client_1_150.00
350.761224, 69, 74, 76, client, client_2_150.00
350.761224, 3, 7, 3, client, client_3_10.00
351.761743, 213, 8, 221, server, server
351.761743, 44, 105, 45, client, client_0_150.00
351.761743, 86, 63, 87, client, client_1_150.00
351.761743, 80, 65, 86, client, client_2_150.00
351.761743, 3, 7, 3, client, client_3_10.00
352.763477, 199, 6, 205, server, server
352.763477, 38, 110, 41, client, client_0_150.00
352.763477, 81, 69, 81, client, client_1_150.00
352.763477, 78, 69, 81, client, client_2_150.00
352.763477, 2, 8, 2, client, client_3_10.00
353.767891, 205, 8, 213, server, server
353.767891, 40, 107, 43, client, client_0_150.00
353.767891, 83, 68, 83, client, client_1_150.00
353.767891, 80, 65, 85, client, client_2_150.00
353.767891, 2, 8, 2, client, client_3_10.00
354.768409, 197, 6, 203, server, server
354.768409, 40, 109, 41, client, client_0_150.00
354.768409, 79, 71, 79, client, client_1_150.00
354.768409, 78, 68, 83, client, client_2_150.00
354.768409, 0, 10, 0, client, client_3_10.00
355.770144, 206, 8, 214, server, server
355.770144, 40, 111, 40, client, client_0_150.00
355.770144, 83, 67, 83, client, client_1_150.00
355.770144, 80, 62, 88, client, client_2_150.00
355.770144, 3, 7, 3, client, client_3_10.00
356.774557, 196, 6, 202, server, server
356.774557, 39, 111, 39, client, client_0_150.00
356.774557, 79, 72, 79, client, client_1_150.00
356.774557, 77, 67, 83, client, client_2_150.00
356.774557, 1, 9, 1, client, client_3_10.00
357.775076, 204, 8, 212, server, server
357.775076, 43, 105, 45, client, client_0_150.00
357.775076, 81, 69, 81, client, client_1_150.00
357.775076, 78, 67, 84, client, client_2_150.00
357.775076, 2, 8, 2, client, client_3_10.00
358.776810, 193, 6, 199, server, server
358.776810, 38, 112, 39, client, client_0_150.00
358.776810, 79, 71, 79, client, client_1_150.00
358.776810, 74, 71, 79, client, client_2_150.00
358.776810, 2, 8, 2, client, client_3_10.00
359.781223, 206, 6, 212, server, server
359.781223, 40, 108, 42, client, client_0_150.00
359.781223, 83, 68, 83, client, client_1_150.00
359.781223, 80, 66, 84, client, client_2_150.00
359.781223, 3, 7, 3, client, client_3_10.00
360.781742, 159, 11, 170, server, server
360.781742, 26, 120, 30, client, client_0_150.00
360.781742, 51, 98, 52, client, client_1_150.00
360.781742, 75, 70, 81, client, client_2_150.00
360.781742, 7, 3, 7, client, client_3_10.00
361.782367, 219, 2, 221, server, server
361.782367, 37, 113, 37, client, client_0_150.00
361.782367, 101, 48, 102, client, client_1_150.00
361.782367, 70, 79, 71, client, client_2_150.00
361.782367, 11, 0, 11, client, client_3_10.00
362.783476, 184, 2, 186, server, server
362.783476, 12, 138, 13, client, client_0_150.00
362.783476, 95, 54, 96, client, client_1_150.00
362.783476, 67, 83, 67, client, client_2_150.00
362.783476, 10, 0, 10, client, client_3_10.00
363.787890, 215, 2, 217, server, server
363.787890, 34, 116, 34, client, client_0_150.00
363.787890, 103, 47, 104, client, client_1_150.00
363.787890, 68, 81, 69, client, client_2_150.00
363.787890, 10, 0, 10, client, client_3_10.00
364.788408, 200, 2, 202, server, server
364.788408, 15, 135, 15, client, client_0_150.00
364.788408, 107, 43, 107, client, client_1_150.00
364.788408, 69, 81, 70, client, client_2_150.00
364.788408, 9, 0, 10, client, client_3_10.00
365.790143, 228, 2, 230, server, server
365.790143, 15, 136, 15, client, client_0_150.00
365.790143, 123, 27, 123, client, client_1_150.00
365.790143, 81, 68, 82, client, client_2_150.00
365.790143, 9, 0, 10, client, client_3_10.00
366.794556, 200, 3, 203, server, server
366.794556, 4, 146, 4, client, client_0_150.00
366.794556, 125, 26, 125, client, client_1_150.00
366.794556, 61, 86, 64, client, client_2_150.00
366.794556, 10, 0, 10, client, client_3_10.00
367.795075, 193, 2, 195, server, server
367.795075, 2, 148, 2, client, client_0_150.00
367.795075, 115, 35, 115, client, client_1_150.00
367.795075, 66, 83, 68, client, client_2_150.00
367.795075, 10, 0, 10, client, client_3_10.00
368.796809, 201, 2, 203, server, server
368.796809, 1, 150, 1, client, client_0_150.00
368.796809, 125, 25, 125, client, client_1_150.00
368.796809, 65, 83, 67, client, client_2_150.00
368.796809, 10, 0, 10, client, client_3_10.00
369.801222, 207, 2, 209, server, server
369.801222, 1, 149, 1, client, client_0_150.00
369.801222, 127, 24, 127, client, client_1_150.00
369.801222, 70, 79, 71, client, client_2_150.00
369.801222, 9, 0, 10, client, client_3_10.00
370.801741, 204, 3, 207, server, server
370.801741, 1, 149, 1, client, client_0_150.00
370.801741, 119, 31, 119, client, client_1_150.00
370.801741, 76, 74, 77, client, client_2_150.00
370.801741, 8, 0, 10, client, client_3_10.00
371.803475, 200, 2, 202, server, server
371.803475, 0, 151, 0, client, client_0_150.00
371.803475, 119, 31, 119, client, client_1_150.00
371.803475, 72, 77, 73, client, client_2_150.00
371.803475, 9, 0, 10, client, client_3_10.00
372.807889, 198, 2, 200, server, server
372.807889, 1, 149, 1, client, client_0_150.00
372.807889, 126, 25, 126, client, client_1_150.00
372.807889, 61, 87, 63, client, client_2_150.00
372.807889, 10, 0, 10, client, client_3_10.00
373.808407, 199, 2, 201, server, server
373.808407, 15, 134, 16, client, client_0_150.00
373.808407, 109, 41, 109, client, client_1_150.00
373.808407, 65, 85, 66, client, client_2_150.00
373.808407, 10, 0, 10, client, client_3_10.00
374.810142, 193, 2, 195, server, server
374.810142, 2, 149, 2, client, client_0_150.00
374.810142, 116, 34, 116, client, client_1_150.00
374.810142, 66, 83, 67, client, client_2_150.00
374.810142, 9, 0, 10, client, client_3_10.00
375.814555, 208, 2, 210, server, server
375.814555, 1, 149, 1, client, client_0_150.00
375.814555, 128, 23, 128, client, client_1_150.00
375.814555, 69, 79, 71, client, client_2_150.00
375.814555, 10, 0, 10, client, client_3_10.00
376.815074, 205, 3, 208, server, server
376.815074, 1, 149, 1, client, client_0_150.00
376.815074, 120, 30, 120, client, client_1_150.00
376.815074, 74, 74, 77, client, client_2_150.00
376.815074, 10, 0, 10, client, client_3_10.00
377.816808, 195, 2, 197, server, server
377.816808, 3, 148, 3, client, client_0_150.00
377.816808, 118, 32, 118, client, client_1_150.00
377.816808, 64, 84, 66, client, client_2_150.00
377.816808, 10, 0, 10, client, client_3_10.00
378.821221, 200, 2, 202, server, server
378.821221, 2, 148, 2, client, client_0_150.00
378.821221, 126, 25, 126, client, client_1_150.00
378.821221, 62, 86, 64, client, client_2_150.00
378.821221, 10, 0, 10, client, client_3_10.00
379.821740, 199, 2, 201, server, server
379.821740, 1, 149, 1, client, client_0_150.00
379.821740, 122, 28, 122, client, client_1_150.00
379.821740, 66, 83, 68, client, client_2_150.00
379.821740, 10, 0, 10, client, client_3_10.00
380.823475, 196, 2, 198, server, server
380.823475, 17, 134, 17, client, client_0_150.00
380.823475, 107, 43, 107, client, client_1_150.00
380.823475, 62, 86, 64, client, client_2_150.00
380.823475, 10, 0, 10, client, client_3_10.00
381.827888, 209, 2, 211, server, server
381.827888, 2, 148, 2, client, client_0_150.00
381.827888, 127, 24, 127, client, client_1_150.00
381.827888, 70, 78, 72, client, client_2_150.00
381.827888, 10, 0, 10, client, client_3_10.00
382.828407, 204, 2, 206, server, server
382.828407, 1, 149, 1, client, client_0_150.00
382.828407, 120, 30, 120, client, client_1_150.00
382.828407, 74, 76, 75, client, client_2_150.00
382.828407, 9, 0, 10, client, client_3_10.00
383.830141, 197, 3, 200, server, server
383.830141, 3, 148, 3, client, client_0_150.00
383.830141, 122, 28, 122, client, client_1_150.00
383.830141, 62, 85, 65, client, client_2_150.00
383.830141, 10, 0, 10, client, client_3_10.00
384.834554, 192, 2, 194, server, server
384.834554, 19, 131, 19, client, client_0_150.00
384.834554, 106, 45, 106, client, client_1_150.00
384.834554, 57, 91, 59, client, client_2_150.00
384.834554, 10, 0, 10, client, client_3_10.00
385.835073, 204, 2, 206, server, server
385.835073, 2, 148, 2, client, client_0_150.00
385.835073, 126, 24, 126, client, client_1_150.00
385.835073, 68, 83, 68, client, client_2_150.00
385.835073, 8, 0, 10, client, client_3_10.00
386.836807, 206, 2, 208, server, server
386.836807, 0, 151, 0, client, client_0_150.00
386.836807, 122, 28, 122, client, client_1_150.00
386.836807, 75, 74, 76, client, client_2_150.00
386.836807, 9, 0, 10, client, client_3_10.00
387.841221, 201, 3, 204, server, server
387.841221, 3, 147, 3, client, client_0_150.00
387.841221, 119, 32, 119, client, client_1_150.00
387.841221, 70, 78, 72, client, client_2_150.00
387.841221, 9, 0, 10, client, client_3_10.00
388.841739, 197, 2, 199, server, server
388.841739, 26, 124, 26, client, client_0_150.00
388.841739, 103, 47, 103, client, client_1_150.00
388.841739, 58, 91, 60, client, client_2_150.00
388.841739, 10, 0, 10, client, client_3_10.00
389.843474, 193, 2, 195, server, server
389.843474, 7, 144, 7, client, client_0_150.00
389.843474, 114, 36, 114, client, client_1_150.00
389.843474, 62, 86, 64, client, client_2_150.00
389.843474, 10, 0, 10, client, client_3_10.00
390.847887, 206, 2, 208, server, server
390.847887, 18, 132, 18, client, client_0_150.00
390.847887, 115, 36, 115, client, client_1_150.00
390.847887, 63, 85, 65, client, client_2_150.00
390.847887, 10, 0, 10, client, client_3_10.00
391.848406, 209, 2, 211, server, server
391.848406, 31, 119, 31, client, client_0_150.00
391.848406, 104, 46, 104, client, client_1_150.00
391.848406, 64, 85, 66, client, client_2_150.00
391.848406, 10, 0, 10, client, client_3_10.00
392.850140, 196, 3, 199, server, server
392.850140, 3, 148, 3, client, client_0_150.00
392.850140, 115, 35, 115, client, client_1_150.00
392.850140, 68, 79, 71, client, client_2_150.00
392.850140, 10, 0, 10, client, client_3_10.00
393.854553, 196, 2, 198, server, server
393.854553, 16, 134, 16, client, client_0_150.00
393.854553, 109, 42, 109, client, client_1_150.00
393.854553, 61, 87, 63, client, client_2_150.00
393.854553, 10, 0, 10, client, client_3_10.00
394.855072, 196, 2, 198, server, server
394.855072, 17, 133, 17, client, client_0_150.00
394.855072, 109, 41, 109, client, client_1_150.00
394.855072, 60, 89, 62, client, client_2_150.00
394.855072, 10, 0, 10, client, client_3_10.00
395.856806, 202, 2, 204, server, server
395.856806, 15, 136, 15, client, client_0_150.00
395.856806, 114, 36, 114, client, client_1_150.00
395.856806, 63, 85, 65, client, client_2_150.00
395.856806, 10, 0, 10, client, client_3_10.00
396.861220, 203, 2, 205, server, server
396.861220, 2, 148, 2, client, client_0_150.00
396.861220, 121, 30, 121, client, client_1_150.00
396.861220, 70, 78, 72, client, client_2_150.00
396.861220, 10, 0, 10, client, client_3_10.00
397.861738, 209, 2, 211, server, server
397.861738, 1, 149, 1, client, client_0_150.00
397.861738, 124, 26, 124, client, client_1_150.00
397.861738, 74, 75, 76, client, client_2_150.00
397.861738, 10, 0, 10, client, client_3_10.00
398.863473, 198, 3, 201, server, server
398.863473, 14, 137, 14, client, client_0_150.00
398.863473, 114, 36, 114, client, client_1_150.00
398.863473, 60, 87, 63, client, client_2_150.00
398.863473, 10, 0, 10, client, client_3_10.00
399.867886, 195, 2, 197, server, server
399.867886, 4, 146, 4, client, client_0_150.00
399.867886, 115, 36, 115, client, client_1_150.00
399.867886, 66, 82, 68, client, client_2_150.00
399.867886, 10, 0, 10, client, client_3_10.00
400.868405, 201, 2, 203, server, server
400.868405, 17, 133, 17, client, client_0_150.00
400.868405, 114, 36, 114, client, client_1_150.00
400.868405, 60, 89, 62, client, client_2_150.00
400.868405, 10, 0, 10, client, client_3_10.00
401.870139, 206, 2, 208, server, server
